HylemeID;SeqID;Hyleme;Hyleme-Type;Callaway Headings;Comment;Tale Title
78;7;The child asks if there is blood on the mat.;single-point;;;
79;7;The child says that he placed the meat on the mat.;single-point;;;
80;7;The child says that he hung the meat up.;single-point;;;
81;7;The child uses the feeding mat as evidence.;durative-resultative;;;
82;8;The women doubt that the child is a real human.;single-point;The women express great doubt as to Uthlakanyana being a real man.;;
83;8;The women think the child is [PER].;single-point;;;
84;8;The women think the child was not produced in a natural way.;single-point;;;
85;8;The women think the child entered the mother.;single-point;;;
86;8;The women think the child is not the father’s son.;single-point;;;
87;8;The women say that the men will realise that the child is not a real human.;single-point;;;
88;8;The women say that the child tricked the men and his father.;single-point;;;
89;8;The women say that the child will do great things.;single-point;;;
90;8;The women say that the child is a prodigy.;single-point;;;
91;9;The child goes to hunt near a river.;single-point;Uthlakanyana goes a hunting, and takes birds out of other people’s traps.;;
92;9;The child finds a lot of traps.;single-point;;;
93;9;Each trap contains two or three birds.;single-point;;;
94;9;The child gathers the birds into a bundle.;single-point;;;
95;9;The child brings the birds to his mother.;single-point;;;
96;9;The child claims to have caught the birds himself.;single-point;;;
97;9;The mother thanks the child.;single-point;;;
98;9;The mother praises the manhood of the child.;single-point;;;
99;9;The mother praises the wisdom of the child.;single-point;;;
100;9;The mother says the child is greater than every man.;single-point;;;
101;9;The child asks the mother to cook the birds with cowdung.;single-point;;;
102;9;The mother cooks the birds with cowdung.;single-point;;;
103;9;The child orders the mother to leave the birds in the pot until morning.;single-point;;;
104;10;The child goes out.;single-point;The boys object to have Uthlakanyana as a bedfellow.;;
105;10;The child wants to sleep with the other boys.;single-point;;;
106;10;The other boys do not want to sleep with the child.;single-point;;;
107;10;The child asks why the other boys do not want to sleep with him.;single-point;;;
108;10;The other boys say that the child is wise.;single-point;;;
109;10;The other boys say that the child tricked their fathers.;single-point;;;
110;10;The other boys retell the story of how the child tricked the men.;single-point;;;
111;10;The other boys say that the child is not the father’s son.;single-point;;;
112;10;The other boys say that they do not know the child’s father. ;single-point;;;
113;10;The other boys say that the child is up to mischief.;single-point;;;
114;10;The child says that he will prove that he is a boy by sleeping with them.;single-point;;;
115;10;The other boys say that the child is not strong.;single-point;;;
116;10;The other boys say that the child is only eloquent.;single-point;;;
117;10;The other boys believe that the child is a child.;durative-resultative;;;
118;10;The other boys say that the child is more eloquent than their fathers.;single-point;;;
119;10;The other boys are silent. ;durative-resultative;;;
120;10;The child is silent.;durative-resultative;;;
121;10;The child is asleep.;durative-resultative;;;
122;11;A cock crews.;single-point;Uthlakanyana eats the birds, and deceives his mother.;;
123;11;The child wakes up.;single-point;;;
124;11;The child says he will go to check his traps because he fears men and crows taking his birds.;single-point;;;
125;11;The child goes to his home.;single-point;;;
126;11;The child does not open the door.;single-point;;;
127;11;The child crawls beneath the door into the house. ;single-point;;;
128;11;The mother is sleeping.;durativ-initial;;;
129;11;The child uncovers the pot.;single-point;;;
130;11;The child eats the birds’ bodies.;single-point;;;
131;11;The child does not eat the birds’ heads.;single-point;;;
132;11;The child collects cowdung from outside.;single-point;;;
133;11;The child puts the cowdung in the pot.;single-point;;;
134;11;The child places the heads on top of the cowdung.;single-point;;;
135;11;The child leaves the house beneath the door.;single-point;;;
136;11;The child waits a while.;single-point;;;
137;11;The child returns to the house.;single-point;;;
138;11;The child wakes the mother.;single-point;;;
139;11;The child asks the mother to open the door for him. ;single-point;;;
140;11;The child scolds his mother for sleeping too long.;single-point;;;
141;11;The child says the birds may have turned into dung, because the mother slept too long.;single-point;;;
142;11;The child washes himself.;single-point;;;
143;11;The child asks his mother for his birds. ;single-point;;;
144;11;The child uncovers the pot.;single-point;;;
145;11;The child says that the birds have turned into the cowdung.;single-point;;;
146;11;The mother does not understand how the birds have turned into cowdung.;single-point;;;
147;11;The child says the mother is nothing but a little child.;single-point;;;
148;11;The child says the mother did not even trigger his birth.;single-point;;;
149;11;The child says instead he had to tell her to give birth to him. ;single-point;;;
150;11;The child says he is very old.;single-point;;;
151;11;The child says he is not the mother’s child.;single-point;;;
152;11;The child is not the mother’s child.;durative-constant;;;
153;11;The child says he is not the father’s child.;single-point;;;
154;11;The child is not the father’s child.;durative-constant;;;
155;11;The child says he lay down inside the mother.;single-point;;;
156;11;The child says he wants to leave the village.;single-point;;;
157;11;The child says he wants to travel the whole world. ;single-point;;;
158;11;NN empties the pot.;single-point;;;
159;11;The mother says the child is correct about the birds.;single-point;;;
160;11;The child eats the heads of the birds.;single-point;;;
161;11;The child accuses the mother to have eaten the birds’ bodies.;single-point;;;
162;12;The child takes his walking-stick.;single-point;Uthlakanyana goes to the traps, and gets trapped himself.;;
163;12;The child goes out. ;single-point;;;
164;12;The child finds the traps of a cannibal.;single-point;;;
165;12;The traps are secured with sticks covered in birdlime.;single-point;;;
166;12;The child takes out the birds from the traps of the cannibal. ;single-point;;;
167;12;The child gets covered in the birdlime.;single-point;;;
168;12;The cannibal arrives.;single-point;;;
169;12;The cannibal catches the child stealing from his traps.;single-point;;;
170;12;The child asks the cannibal not to kill him.;single-point;;;
171;12;The child asks the cannibal not to beat him.;single-point;;;
172;12;The child asks the cannibal to take him home.;single-point;;;
173;12;The child asks the cannibal if he has a mother.;single-point;;;
174;12;The cannibal says he has a mother.;single-point;;;
175;12;The child asks the cannibal to clean him from the birdlime.;single-point;;;
176;12;The child asks the cannibal to take him home.;single-point;;;
177;12;The child says that he will taste bitter if he is beaten.;single-point;;;
178;12;The child asks the cannibal to clean him from the birdlime.;single-point;;;
179;12;The child asks the cannibal to take him home.;single-point;;;
180;12;The child asks to be cooked by the cannibals mother.;single-point;;;
181;12;The child asks to be set out to dry.;single-point;;;
182;12;The child asks to be left at home when the cannibal goes out.;single-point;;;
183;12;The child says he cannot be cooked if the cannibal is present. ;single-point;;;
184;12;The child says he will taste bad [if the cannibal is present at the time of cooking.];single-point;;;
185;12;[The cannibal does not kill the child.];single-point;;;
186;12;[The cannibal does not beat the child.];single-point;;;
187;12;[The cannibal cleanses the child.];single-point;;;
188;13;The cannibal takes the child home.;single-point;Uthlakanyana is taken home by the cannibal, and delivered to the cannibal’s mother.;;
189;13;The cannibal takes the birds home.;single-point;;;
190;13;The cannibal presents the child to his mother. ;single-point;;;
191;13;The cannibal repeats to his mother what happened.;single-point;;;
192;13;The cannibal asks the mother to let the child sleep for the night.;single-point;;;
193;13;The cannibal asks the mother to cook the child in the morning.;single-point;;;
194;13;[The cannibal has a younger brother.];durative-constant;;;
195;13;The cannibal’s brother assents.;single-point;;;
196;14;In the morning, the cannibal asks the mother to cook the child.;single-point;Uthlakanyana avoids being boiled by boiling the cannibal’s mother.;;
197;14;[PER] asks the mother to be put on top of the hut.;single-point;;;
198;14;[PER] says that he will be dried by the sun.;single-point;;;
199;14;The mother places [PER] on top of the hut.;single-point;;;
200;14;The cannibal and his brother leave the house.;single-point;;;
201;14;The cannibal and his brother disappear over a hill.;single-point;;;
202;14;[PER] climbs down from the top of the hut.;single-point;;;
203;14;[PER] asks the mother to get up.;single-point;;;
204;14;[PER] proposes a game of boiling each other.;single-point;;;
205;14;[PER] asks for a big pot. ;single-point;;;
206;14;[PER] says he will swell up when he is boiled.;single-point;;;
207;14;The cannibal’s mother says that [PER] knows himself best.;single-point;;;
208;14;[PER] kindles the fire a little.;single-point;;;
209;14;[PER] puts his hand into the water.;single-point;;;
210;14;[PER] pretends that the water is boiling.;single-point;;;
211;14;[PER] asks to be put into the pot.;single-point;;;
212;14;The cannibal’s mother places [PER] into the pot.;single-point;;;
213;14;The cannibal’s mother closes the lid.;single-point;;;
214;14;[PER] is silent for a while.;single-point;;;
215;14;[PER] asks to be taken out.;single-point;;;
216;14;[PER] kindles the fire a little while longer.;single-point;;;
217;14;[PER] asks the cannibal’s mother to take off her clothes.;single-point;;;
218;14;[PER] starts to take off the mother’s clothes.;single-point;;;
219;14;The cannibal’s mother protests against [PER] taking off her clothes.;single-point;;;
220;14;[PER] says he is to be eaten by the cannibals and the cannibal’s mother.;single-point;;;
221;14;[The mother takes off her clothes.];single-point;;;
222;14;[PER] places the cannibal’s mother into the pot.;single-point;;;
223;14;[PER] closes the lid.;single-point;;;
224;14;The mother cries to be taken out.;single-point;;;
225;14;The cannibal’s mother says she is about to be scalded to death.;single-point;;;
226;14;[PER] says the cannibal’s mother is not yet scalded to death.;single-point;;;
227;14;[PER] says the cannibal’s mother could not speak if she was already scalded to death.;single-point;;;
228;14;[PER] says that if someone is done cooking to death, they do not speak.;single-point;;;
229;14;The cannibal’s mother is silent.;durative-resultative;;;
230;14;The cannibal’s mother is done boiling.;durative-resultative;;;
231;15;[PER] dresses in the cannibal’s mother’s clothes.;single-point;Uthlakanyana puts on the clothes of the cannibal's mother, and becomes a witness of the cannibal's feast.;;
232;15;[PER] lies down where the cannibal’s mother was lying.;single-point;;;
233;15;The cannibals come home.;single-point;;;
234;15;The cannibals mistake [PER] for their mother.;single-point;;;
235;15;[The cannibals mistake the mother for the cooked [PER].];single-point;;;
236;15;The cannibals eat their mothers arm.;single-point;;;
237;15;The cannibal’s brother says the hand is just like the mother’s hand.;single-point;;;
238;15;The cannibal says that the cannibal’s brother is prognosticating evil unto the mother.;single-point;;;
239;15;The cannibal’s brother revokes that the hand is just like the mothers hand.;single-point;;;
240;15;The cannibals eat their mothers leg.;single-point;;;
241;15;The cannibal’s brother says the foot is just like the mother’s foot.;single-point;;;
242;15;The cannibal beats the cannibal’s brother.;single-point;;;
243;15;[PER] calls the cannibal’s brother a wizard.;single-point;;;
244;15;[PER] says that the cannibal’s brother calls the meat by his mother’s name.;single-point;;;
245;15;[PER] orders the cannibals to be silent.;single-point;;;
246;15;[PER] orders the cannibals to continue eating.;single-point;;;
247;15;[PER] leaves the house while the cannibals are eating.;single-point;;;
248;15;The cannibal says the heel is just like the mother’s heel.;single-point;;;
249;15;[PER] gets scared.;single-point;;;
250;16;[PER] runs away as fast as he can.;single-point;Uthlakanyana thinks it is time to be off, and sets off accordingly.;;
251;16;[PER] throws off the cannibal’s mother’s clothes.;single-point;;;
252;16;[PER] shouts that the cannibals are eating their own mother.;single-point;;;
253;16;The cannibals hear [PER] shouting.;single-point;;;
254;16;The cannibals leave the hut. ;single-point;;;
255;16;The cannibal’s brother says that he told the cannibal the hand and foot were like the mother’s hand and foot.;single-point;;;
256;16;The cannibals follow [PER].;single-point;;;
257;16;[PER] reaches a river.;single-point;;;
258;16;[PER] transforms himself into a weeding stick.;single-point;;;
259;16;The cannibals reach the river.;single-point;;;
260;16;The cannibals find [PER]’s footprints.;single-point;;;
261;16;The cannibal picks up the weeding stick.;single-point;;;
262;16;The cannibal assumes that [PER] has crossed the river.;single-point;;;
263;16;The cannibal throws the stick across the river.;single-point;;;
264;16;[PER] transforms himself back.;single-point;;;
265;16;[PER] is happy.;durative-resultative;;;
266;16;[PER] tells the cannibals that they threw him across the river.;single-point;;;
267;16;The cannibals turn back.;single-point;;;
268;17;[PER] meets a hare.;single-point;Uthlakanyana circumvents a hare, and gets a dinner and a whistle.;;
269;17;[PER] proposes the hare to tell him a tale.;single-point;;;
270;17;The hare does not want to be told a tale. ;single-point;;;
271;17;The hare wants to have nothing to do with [PER].;durative-constant;;;
272;17;[PER] wants to tell the hare how he tricked the cannibals.;single-point;;;
273;17;The hare tries to avoid [PER].;single-point;;;
274;17;[PER] impales the hare on a stick.;single-point;;;
275;17;[PER] plucks the hair off the hare.;single-point;;;
276;17;[PER] roasts the hare.;single-point;;;
277;17;[PER] eats the hare.;single-point;;;
278;17;[PER] carves a whistle out of the hare’s bone.;single-point;;;
279;18;The iguana sits in a tree.;durativ-initial;Uthlakanyana is circumvented by an iguana, and loses his whistle.;;
280;18;The tree stands near the pool of a river.;single-point;;;
281;18;[PER] meets an iguana.;single-point;;;
282;18;The iguana greets [PER].;single-point;;;
283;18;[PER] greets iguana.;single-point;;;
284;18;The iguana asks for the whistle.;single-point;;;
285;18;The iguana says that he will give the whistle back.;single-point;;;
286;18;[PER] says the iguana needs to come away from the pool.;single-point;;;
287;18;[PER] says he fears that he iguana will take the whistle into the pool.;single-point;;;
288;18;The iguana comes down the tree.;single-point;;;
289;18;The iguana moves away from the pool.;single-point;;;
290;18;[PER] gives the iguana the whistle.;single-point;;;
291;18;The iguana plays the whistle.;single-point;;;
292;18;The iguana asks to borrow the whistle until the next day.;single-point;;;
293;18;[PER] asks for his whistle back.;single-point;;;
294;18;The iguana does not give the whistle back.;single-point;;;
295;18;[PER] tries to take the whistle from the iguana.;single-point;;;
296;18;The iguana hits [PER] very hard with his tail.;single-point;;;
297;18;The iguana escapes into the pool with [PER]’s whistle.;single-point;;;
298;19;[PER] leaves.;single-point;Uthlakanyana steals some bread, and escapes without punishment.;;
299;19;[An old man hides some bread.];single-point;;;
300;19;[PER] finds the bread.;single-point;;;
301;19;[PER] takes the bread.;single-point;;;
302;19;[PER] runs away.;single-point;;;
303;19;The old man sees [PER]. ;single-point;;;
304;19;The old man tells [PER] to put the bread down.;single-point;;;
305;19;[PER] runs into a snake hole.;single-point;;;
306;19;The old man puts his hand into the snake hole.;single-point;;;
307;19;The old man grabs [PER].;single-point;;;
308;19;[PER] tells the old man that the old man grabbed a root.;single-point;;;
309;19;The old man lets go of [PER].;single-point;;;
310;19;The old man grabs a root.;single-point;;;
311;19;[PER] tells the old man that he killed [PER].;single-point;;;
312;19;The old man pulls on the root with all his strength.;single-point;;;
313;19;The old man gets tired. ;single-point;;;
314;19;[The old man lets go of the root.];single-point;;;
315;19;The old man walks away.;single-point;;;
316;19;[PER] eats all the bread.;single-point;;;
317;19;[PER] leaves.;single-point;;;
318;20;[PER] is walking.;durativ-initial;Uthlakanyana becomes the servant of a leopard.;;
319;20;[A leopard has two cubs.];durativ-initial;;;
320;20;The leopard goes away.;single-point;;;
321;20;[PER] meets the leopard cubs.;single-point;;;
322;20;[PER] stays with the leopard cubs.;single-point;;;
323;20;[The leopard kills a buck.];single-point;;;
324;20;The leopard returns with the buck.;single-point;;;
325;20;The leopard is angry.;single-point;;;
326;20;The leopard intimidates [PER].;single-point;;;
327;20;The leopard puts down the buck.;single-point;;;
328;20;The leopard comes towards [PER].;single-point;;;
329;20;[PER] proposes to care for the leopard cubs while the leopard goes hunting.;single-point;;;
330;20;[PER] proposes to build a house for the leopards.;single-point;;;
331;20;The leopard agrees.;single-point;;;
332;21;[PER] brings the leopard one of the cubs for nursing.;single-point;Uthlakanyana gives the leopard a lesson in suckling.;;
333;21;The leopard asks [PER] for the second cub.;single-point;;;
334;21;The leopard says both cubs have to be nursed together otherwise the other one will cry.;single-point;;;
335;21;[PER] and the leopard have a discussion.;single-point;;;
336;21;The leopard gives the first cub back to [PER].;single-point;;;
337;21;[PER] gives the leopard the second cub.;single-point;;;
338;21;The leopard asks [PER] to skin and cook the buck.;single-point;;;
339;21;[PER] skins and cooks the buck.;single-point;;;
340;21;The leopard and the cubs eat the buck.;single-point;;;
341;21;The leopard and the cubs go to sleep.;single-point;;;
342;21;The leopard and the cubs wake up in the morning.;single-point;Uthlakanyana eats the leopard and her cubs.;;
343;22;[[PER] builds a house for the leopard.];durative-constant;;;
344;22;The house has a very small doorway.;durative-constant;;;
345;22;The house is connected to a very long burrow.;durative-constant;;;
346;22;The end of the burrow is far away from the house.;single-point;;;
347;22;[PER] cuts the shaft off four assagais.;single-point;;;
348;22;The leopard asks [PER] to stay at home.;single-point;;;
349;22;The leopard asks [PER] to watch the children. ;single-point;;;
350;22;The leopard leaves.;single-point;;;
351;22;[PER] eats one of the cubs.;single-point;;;
352;22;The leopard returns with a buck.;single-point;;;
353;22;The leopard calls [PER].;single-point;;;
354;22;[PER] answers.;single-point;;;
355;22;The leopard asks [PER] to bring the cubs to her.;single-point;;;
356;22;[PER] brings the leopard one of the cubs for nursing.;single-point;;;
357;22;The leopard nurses the first cub.;single-point;;;
358;22;The leopard asks for the second cub. ;single-point;;;
359;22;[PER] asks the leopard to hand back the first cub.;single-point;;;
360;22;The leopard gives back the first cub. ;single-point;;;
361;22;[PER] gives her back the first cub.;single-point;;;
362;22;The leopard asks [PER] to skin and cook the buck.;single-point;;;
363;22;[PER] skins and cooks the buck.;single-point;;;
364;22;The leopard and the cub eat the buck.;single-point;;;
365;22;[PER] goes into the house.;single-point;;;
366;22;[PER] enters the burrow.;single-point;;;
367;22;The leopard squeezes through the door of the house.;single-point;;;
368;22;The leopard finds her cub.;single-point;;;
369;22;The leopard does not find the other cub.;single-point;;;
370;22;The leopard realises that [PER] ate the cub.;single-point;;;
371;22;[PER] exits the burrow on the other side.;single-point;;;
372;22;The leopard enters the burrow.;single-point;;;
373;22;[PER] goes back to the house.;single-point;;;
374;22;[PER] rams the assagai blades into the ground in front of the door.;single-point;;;
375;22;[The leopard turns around.];single-point;;;
376;22;[The leopard arrives at the house.];single-point;;;
377;22;[The leopard tries to leave the house through the doorway.];single-point;;;
378;22;The leopard is pierced by the assagai blades.;single-point;;;
379;22;The leopard dies.;single-point;;;
380;22;The leopard is dead. ;durative-resultative;;;
381;22;[PER] is happy.;durative-resultative;;;
382;22;[PER] kills the other cub.;single-point;;;
383;22;[PER] eats the other cub,;single-point;;;
384;22;[PER] eats the leopard.;single-point;;;
385;22;[PER] keeps one leg of the leopard.;single-point;;;
386;22;[PER] does not stay in one place.;durative-constant;;;
387;22;[PER] leaves.;single-point;;;
388;23;[PER] meets a cannibal.;single-point;Uthlakanyana falls in with a cannibal, whom he gets into trouble, and leaves to die.;[Variant with the doe];
389;23;The cannibal has long hair.;durative-constant;;;
390;23;The cannibal greets [PER].;single-point;;;
391;23;[PER] greets the cannibal.;single-point;;;
392;23;[PER] calls the cannibal his uncle. ;single-point;;;
393;23;The cannibal calls [PER] ‘son of my sister’.;single-point;;;
394;23;[PER] tells the cannibal the story of the leopard and her cubs.;single-point;;;
395;23;[PER] gives the cannibal some meat.;single-point;;;
396;23;[PER] and the cannibal eat together.;single-point;;;
397;23;Two cows appear. ;single-point;;;
398;23;One cow is black.;durative-constant;;;
399;23;The other cow is white.;durative-constant;;;
400;23;[PER] claims the black cow.;single-point;;;
401;23;The cannibal claims the white cow.;single-point;;;
402;23;The cannibal says the white cow is fat.;single-point;;;
403;23;[PER] proposes to build a house together.;single-point;;;
404;23;[PER] and the cannibal build a house.;single-point;;;
405;23;[PER] proposes to slaughter the white cow first.;single-point;;;
406;23;[PER] wants to see if the white cow is fat.;single-point;;;
407;23;[PER] and the cannibal kill the white cow.;single-point;;;
408;23;[PER] and the cannibal skin the white cow.;single-point;;;
409;23;[The white cow is not fat.];durative-constant;;;
410;23;The white cow is lean.;durative-constant;;;
411;23;[PER] and the cannibal kill the black cow.;single-point;;;
412;23;The black cow is very fat.;durative-constant;;;
413;23;The cannibal praises Uthlankanyana’s wisdom.;single-point;;;
414;23;[PER] proposes to thatch the house.;single-point;;;
415;23;[PER] says that it will rain.;single-point;;;
416;23;The cannibal agrees.;single-point;;;
417;23;The cannibal climbs on top of the house.;single-point;;;
418;23;[PER] goes into the house.;single-point;;;
419;23;[PER] pushes the thatching-needle.;single-point;;;
420;23;[PER] thatches the hair of the cannibal.;single-point;;;
421;23;[PER] ties the hair of the cannibal tightly to the roof.;single-point;;;
422;23;[PER] leaves the house.;single-point;;;
423;23;[PER] goes to the fire where the meat is boiling.;single-point;;;
424;23;[PER] eats the meat.;single-point;;;
425;23;The cannibal asks [PER] to finish the thatching first.;single-point;;;
426;23;[PER] asks the cannibal to come down.;single-point;;;
427;23;[The cannibal cannot get down.];single-point;;;
428;23;[PER] does not help the cannibal to come down.;single-point;;;
429;23;A thunderstorm starts.;single-point;;;
430;23;[PER] goes into the house.;single-point;;;
431;23;The cannibal dies on the roof.;single-point;;;
432;23;[PER] mocks the cannibal.;single-point;;;
433;23;[PER] finishes the meat.;single-point;;;
434;23;[PER] leaves.;single-point;;;
435;24;[PER] meets a cannibal.;single-point;Uthlakanyana meets a cannibal, who will not trust him.;;
436;24;The cannibal has a musical calabash.;durative-constant;;;
437;24;[PER] calls the cannibal his uncle. ;single-point;;;
438;24;The cannibal says that he is not [PER]’s uncle.;single-point;;;
439;24;The cannibal says that [PER] is [PER].;single-point;;;
440;24;[PER] asks the cannibal for the musical calabash.;single-point;;;
441;24;The cannibal does not give the muscial calabash to [PER].;single-point;;;
442;24;The cannibal does not want to speak to [PER].;single-point;;;
443;24;[The cannibal does not trust [PER].];durativ-initial;;;
444;24;[PER] leaves.;single-point;;;
445;25;[PER] meets a cannibal.;single-point;Uthlakanyana makes the cannibal who would not trust him the means of frightening another cannibal.;;
446;25;The cannibal is in his house.;durativ-initial;;;
447;25;[PER] calls the cannibal his uncle. ;single-point;;;
448;25;The cannibal with the musical calabash follows [PER].;single-point;;;
449;25;[PER] and the cannibal grill some skin.;single-point;;;
450;25;The calabash makes a noise outside.;single-point;;;
451;25;[PER] runs out of the house.;single-point;;;
452;25;[PER] calls the cannibal to come outside.;single-point;;;
453;25;The cannibal hears the calabash.;single-point;;;
454;25;[PER] and the cannibal go back inside.;single-point;;;
455;25;[PER] and the cannibal continue to grill the skin.;single-point;;;
456;25;The skin makes noise on the fire.;single-point;;;
457;25;The calabash makes more noise outside.;single-point;;;
458;25;[PER] and the cannibal leave the house.;single-point;;;
459;25;[PER] and the cannibal flee.;single-point;;;
460;25;[PER] runs to a hill.;single-point;;;
461;25;The cannibal runs to another hill.;single-point;;;
462;25;The cannibal with the musical calabash arrives at the house.;single-point;;;
463;25;The cannibal with the musical calabash says he is [PER].;single-point;;;
464;25;The cannibal with the musical calabash says he guzzles down wild spinach.;single-point;;;
465;25;The cannibal with the musical calabash says he bolts down humans.;single-point;;;
466;25;The cannibal with the musical calabash says he does not chew humans.;single-point;;;
467;25;The cannibal runs away.;single-point;;;
468;26;[PER] returns to the cannibal with the musical calabash.;single-point;Uthlakanyana comes back, and gains the cannibals confidence.;;
469;26;[The house does not belong to the cannibal.];single-point;;;
470;26;[PER] enters the house.;single-point;;;
471;26;[PER] calls the cannibal his uncle. ;single-point;;;
472;26;[PER] says that the he lived in the house of the cannibal when he was a child.;single-point;;;
473;26;[PER] calls the cannibal his uncle. ;single-point;;;
474;26;[PER] asks the cannibal if he can stay with him.;single-point;;;
475;26;The cannibal says [PER] can stay with him because he is smaller than the cannibal.;durative-constant;;;
476;26;The cannibal does not recognize [PER].;single-point;;;
477;26;The cannibal tells [PER] to watch the kraal.;single-point;;;
478;26;The cannibal leaves.;single-point;;;
479;26;[PER] stays to watch the Kraal.;single-point;Uthlakanyana brings a little army against the cannibal, which proves too much for him.;;
480;27;[PER] takes a bag and leaves.;single-point;;;
481;27;[PER] catches a snake.;single-point;;;
482;27;[PER] puts the snake in his bag.;single-point;;;
483;27;[PER] catches a wasp.;single-point;;;
484;27;[PER] puts the wasp in his bag.;single-point;;;
485;27;[PER] catches a scorpion.;single-point;;;
486;27;[PER] puts the scorpion in his bag.;single-point;;;
487;27;[PER] catches biting, deadly, poisonous animals.;single-point;;;
488;27;[PER] puts the biting, deadly, poisonous animals into his bag.;single-point;;;
489;27;The bag is full.;single-point;;;
490;27;[PER] ties the bag.;single-point;;;
491;27;[PER] returns to the house with the bag.;single-point;;;
492;27;[PER] tells the cannibal to make the doorway small.;single-point;;;
493;27;The cannibal disagrees.;single-point;;;
494;27;[PER] says he will go home to get his cousin.;single-point;;;
495;27;[PER] says his cousin will stay with the cannibal.;single-point;;;
496;27;[[PER] is lying.];single-point;;;
497;27;[PER]  leaves with the bag.;single-point;;;
498;27;[PER] hides the bag.;single-point;;;
499;27;[PER] returns at night.;single-point;;;
500;27;[PER] puts the bag into the house.;single-point;;;
501;27;[PER] makes the doorway small.;single-point;;;
